Insee - Statistiques locales; ; ; ; 
Référentiel géographique : France par commune; ; ; ; 
Code;Libellé;Nb de familles 2019;Part des familles avec 3 enf. ou plus de - de 25 ans 2019;Population municipale 2019
24324;Peyrignac;175;5.7;570
24325;Pechs-de-l'Espérance;240;4;765
24326;Peyzac-le-Moustier;67;7.1;187
24327;Pezuls;47;11.1;127
24328;Piégut-Pluviers;348;5.7;1179
24329;Le Pizou;394;8.8;1325
24330;Plazac;195;4.3;688
24331;Pomport;224;5.4;721
24334;Pontours;68;7.1;188
24335;Port-Sainte-Foy-et-Ponchapt;692;5.1;2478
24336;Prats-de-Carlux;155;3.2;529
24337;Prats-du-Périgord;50;0;147
24338;Pressignac-Vicq;141;2.7;426
24339;Preyssac-d'Excideuil;49;0;148
24340;Prigonrieux;1275;5.2;4143
24341;Proissans;322;6.2;1043
24345;Queyssac;155;2.8;467
24346;Quinsac;122;4;377
24347;Rampieux;46;0;145
24348;Razac-d'Eymet;88;5.6;305
24349;Razac-de-Saussignac;114;4.3;339
24350;Razac-sur-l'Isle;738;5.2;2392
24351;Ribagnac;106;4.8;310
24352;Ribérac;990;5.4;3844
24353;La Rochebeaucourt-et-Argentine;101;4.9;331
24354;La Roche-Chalais;880;5.1;3022
24355;La Roque-Gageac;150;0;427
24356;Rouffignac-Saint-Cernin-de-Reilhac;500;4;1628
24357;Rouffignac-de-Sigoulès;102;4.3;301
24359;Sadillac;36;0;122
24360;Sagelat;104;0;319
24361;Saint-Agne;145;3.4;445
24362;Val de Louyre et Caudeau;441;5.6;1588
24364;Coly-Saint-Amand;192;0;567
24365;Saint-Amand-de-Vergt;70;0;240
24366;Saint-André-d'Allas;265;5.7;856
24367;Saint-André-de-Double;57;0;179
24370;Saint-Antoine-de-Breuilh;562;7.7;1860
24371;Saint-Aquilin;144;3.4;468
24372;Saint-Astier;1510;6.6;5352
24373;Saint-Aubin-de-Cadelech;119;4.2;341
24374;Saint-Aubin-de-Lanquais;108;0;353
24375;Saint-Aubin-de-Nabirat;51;0;148
24376;Saint Aulaye-Puymangou;380;3.9;1426
24377;Saint-Avit-de-Vialard;45;11.1;158
24378;Saint-Avit-Rivière;24;0;81
24379;Saint-Avit-Sénieur;124;3.8;418
24380;Saint-Barthélemy-de-Bellegarde;145;6.9;484
24381;Saint-Barthélemy-de-Bussière;70;6.9;213
24382;Saint-Capraise-de-Lalinde;145;3.4;526
24383;Saint-Capraise-d'Eymet;51;10;164
24384;Saint-Cassien;11;0;37
24385;Saint-Cernin-de-Labarde;70;7.1;225
24386;Saint-Cernin-de-l'Herm;52;0;215
24388;Saint-Chamassy;175;2.9;493
24390;Saint-Crépin-d'Auberoche;112;0;342
24392;Saint-Crépin-et-Carlucet;172;4.8;519
24393;Sainte-Croix;35;0;88
24394;Sainte-Croix-de-Mareuil;42;0;155
24395;Saint-Cybranet;119;3.9;368
24396;Saint-Cyprien;396;4.7;1548
24397;Saint-Cyr-les-Champagnes;70;0;236
24398;Saint-Estèphe;192;5.3;599
24399;Saint-Étienne-de-Puycorbier;30;0;105
24401;Sainte-Eulalie-d'Ans;94;5.3;294
24403;Saint-Félix-de-Bourdeilles;16;33.3;65
24404;Saint-Félix-de-Reillac-et-Mortemart;57;8.3;176
24405;Saint-Félix-de-Villadeix;95;5.2;327
24406;Sainte-Foy-de-Belvès;20;0;140
24407;Sainte-Foy-de-Longas;75;0;240
24408;Saint-Front-d'Alemps;75;0;258
24409;Saint-Front-de-Pradoux;387;4.1;1188
24410;Saint-Front-la-Rivière;165;3;497
24411;Saint-Front-sur-Nizonne;52;10;162
24412;Saint-Geniès;285;1.8;914
24413;Saint-Georges-Blancaneix;86;6.2;269
24414;Saint-Georges-de-Montclard;90;11.1;287
24415;Saint-Géraud-de-Corps;79;13.3;251
24416;Saint-Germain-de-Belvès;54;0;172
24417;Saint-Germain-des-Prés;147;0;471
24418;Saint-Germain-du-Salembre;294;5;946
24419;Saint-Germain-et-Mons;270;5.6;864
24420;Saint-Géry;67;15.8;243
24421;Saint-Geyrac;60;8.3;197
24422;Saint-Hilaire-d'Estissac;36;0;116
24423;Saint-Julien-Innocence-Eulalie;118;4.3;310
24424;Saint-Jean-d'Ataux;40;0;133
24425;Saint-Jean-de-Côle;115;0;364
24426;Saint-Jean-d'Estissac;62;0;166
24428;Saint-Jory-de-Chalais;176;6.2;601
24429;Saint-Jory-las-Bloux;70;7.1;236
24432;Saint-Julien-de-Lampon;196;5.3;637
24434;Saint-Just;41;12.5;144
24436;Saint-Laurent-des-Hommes;328;3.1;1024
24437;Saint-Laurent-des-Vignes;283;4.8;918
24438;Saint-Laurent-la-Vallée;75;0;236
24441;Saint-Léon-d'Issigeac;45;22.2;136
24442;Saint-Léon-sur-l'Isle;588;4.1;2031
24443;Saint-Léon-sur-Vézère;124;0;416
24444;Saint-Louis-en-l'Isle;90;5.6;304
24445;Saint-Marcel-du-Périgord;56;0;146
24446;Saint-Marcory;15;0;50
24448;Saint-Martial-d'Albarède;148;0;474
24449;Saint-Martial-d'Artenset;299;2.8;941
24450;Saint-Martial-de-Nabirat;190;0;575
24451;Saint-Martial-de-Valette;259;3.8;796
24452;Saint-Martial-Viveyrol;66;0;189
24453;Saint-Martin-de-Fressengeas;121;3.8;362
24454;Saint-Martin-de-Gurson;195;5.1;655
24455;Saint-Martin-de-Ribérac;241;2.2;734
24456;Saint-Martin-des-Combes;67;0;193
24457;Saint-Martin-l'Astier;45;11.1;138
24458;Saint-Martin-le-Pin;89;0;267
24459;Saint-Mayme-de-Péreyrol;90;5.6;284
24460;Saint-Méard-de-Drône;165;6.1;497
24461;Saint-Méard-de-Gurçon;244;4.3;822
24462;Saint-Médard-de-Mussidan;487;8.7;1706
24463;Saint-Médard-d'Excideuil;175;2.6;547
24464;Saint-Mesmin;100;5;325
24465;Saint-Michel-de-Double;70;7.1;236
24466;Saint-Michel-de-Montaigne;100;10;326
24468;Saint-Michel-de-Villadeix;89;0;305
24470;Sainte-Mondane;84;0;258
24471;Sainte-Nathalène;200;5;625
24472;Saint-Nexans;314;4.7;986
24473;Sainte-Orse;101;5;353
24474;Saint-Pancrace;53;0;168
24476;Saint-Pantaly-d'Excideuil;50;10;159
24477;Saint-Pardoux-de-Drône;58;0;193
24478;Saint-Pardoux-et-Vielvic;60;8.3;191
24479;Saint-Pardoux-la-Rivière;335;2.6;1168
24480;Saint-Paul-de-Serre;97;6;304
24481;Saint-Paul-la-Roche;164;2.7;519
24482;Saint-Paul-Lizonne;85;0;277
24483;Saint-Perdoux;54;0;140
24484;Saint-Pierre-de-Chignac;264;5.7;885
24485;Saint-Pierre-de-Côle;141;0;420
24486;Saint-Pierre-de-Frugie;137;7.2;404
24487;Saint-Pierre-d'Eyraud;546;6.3;1811
24488;Saint-Pompont;116;3.2;352
24489;Saint-Priest-les-Fougères;130;3.6;380
24490;Saint Privat en Périgord;308;4.8;1115
24491;Saint-Rabier;180;14;579
24492;Sainte-Radegonde;19;0;61
24493;Saint-Raphaël;30;0;93
24494;Saint-Rémy;161;6.3;508
24495;Saint-Romain-de-Monpazier;36;0;113
24496;Saint-Romain-et-Saint-Clément;105;0;328
24498;Saint-Saud-Lacoussière;256;0;827
24499;Saint-Sauveur;283;3.5;859
24500;Saint-Sauveur-Lalande;51;0;149
24501;Saint-Seurin-de-Prats;141;7.2;494
24502;Saint-Séverin-d'Estissac;30;16.7;90
24504;Saint-Sulpice-de-Roumagnac;90;0;283
24505;Saint-Sulpice-d'Excideuil;113;4.5;352
24507;Sainte-Trie;35;0;110
24508;Saint-Victor;74;0;210
24509;Saint-Vincent-de-Connezac;210;7.1;673
24510;Saint-Vincent-de-Cosse;119;3.7;361
24511;Saint-Vincent-Jalmoutiers;81;12.7;253
24512;Saint-Vincent-le-Paluel;99;10.7;287
24513;Saint-Vincent-sur-l'Isle;101;5.1;310
24514;Saint-Vivien;81;12.5;245
24515;Salagnac;105;4.8;729
24516;Salignac-Eyvigues;341;1.4;1177
24517;Salles-de-Belvès;25;0;72
24518;Salon;90;0;280
24519;Sarlande;123;4.2;435
24520;Sarlat-la-Canéda;2515;4.7;8816
24521;Sarliac-sur-l'Isle;339;4.4;1027
24522;Sarrazac;122;4.2;368
24523;Saussignac;134;6.6;426
24524;Savignac-de-Miremont;57;0;179
24525;Savignac-de-Nontron;66;0;194
24526;Savignac-Lédrier;230;4.3;713
24527;Savignac-les-Églises;245;6.1;934
24528;Sceau-Saint-Angel;36;14.3;127
24529;Segonzac;65;0;201
24531;Sergeac;70;7.1;212
24532;Serres-et-Montguyard;84;6.2;248
24533;Servanches;25;0;80
24534;Sigoulès-et-Flaugeac;333;5.7;1202
24535;Simeyrols;80;6.2;254
24536;Singleyrac;100;4.8;297
24537;Siorac-de-Ribérac;70;0;249
24538;Siorac-en-Périgord;296;5.1;1059
24540;Sorges et Ligueux en Périgord;515;5.8;1590
24541;Soudat;24;20;88
24542;Soulaures;22;0;80
24543;Sourzac;360;8.3;1107
24544;Tamniès;125;0;386
24545;Teillots;34;0;99
24546;Temple-Laguyon;11;0;38
24547;Terrasson-Lavilledieu;1750;8;6266
24548;Teyjat;95;0;274
24549;Thénac;124;4.5;499
24550;Thenon;356;5.6;1257
24551;Thiviers;761;5.9;2871
24552;Thonac;78;6;250
24553;Tocane-Saint-Apre;515;5.8;1742
24554;La Tour-Blanche-Cercles;155;3.2;574
24555;Tourtoirac;206;2.4;641
24557;Trélissac;2064;5.9;7006
24558;Trémolat;212;4.8;637
24559;Tursac;106;4.8;332
24560;Urval;35;0;116
24562;Vallereuil;85;0;270
24563;Valojoulx;90;5.6;277
24564;Vanxains;220;6.8;690
24565;Varaignes;110;4.5;372
24566;Varennes;165;6.4;472
24567;Vaunac;85;0;252
24568;Vélines;335;10.4;1059
24569;Vendoire;37;12.5;127
24570;Verdon;11;0;42
24571;Vergt;499;3;1693
24572;Vergt-de-Biron;60;8.3;191
24573;Verteillac;205;2.6;590
24574;Veyrignac;113;4.7;343
24575;Veyrines-de-Domme;70;7.1;231
24576;Veyrines-de-Vergt;75;6.7;242
24577;Vézac;170;0;524
24580;Villac;85;0;265
24581;Villamblard;266;4;906
24582;Villars;149;0;454
24584;Villefranche-de-Lonchat;300;5;972
24585;Villefranche-du-Périgord;187;2.3;676
24586;Villetoureix;278;5.6;921
24587;Vitrac;257;3.8;817
25001;Abbans-Dessous;71;7.1;252
25002;Abbans-Dessus;101;9.2;305
25003;Abbenans;100;15;323
25004;Abbévillers;330;7.6;1059
25005;Accolans;30;0;90
25006;Adam-lès-Passavant;29;16.7;88
25007;Adam-lès-Vercel;30;0;105
25008;Aibre;159;6.1;467
25009;Aïssey;45;11.1;163
25011;Allenjoie;220;6.8;740
25012;Les Alliés;47;11.1;166
25013;Allondans;72;7.2;260
25014;Amagney;293;7.1;929
25015;Amancey;205;9.5;704
25016;Amathay-Vésigneux;50;10;164
25017;Amondans;31;16.7;92
25018;Anteuil;200;2.5;624
25019;Appenans;119;4.2;381
25020;Arbouans;250;4;910
25021;Arc-et-Senans;491;13;1619
25022;Arcey;451;6.6;1468
25024;Arçon;266;12.7;900
25025;Arc-sous-Cicon;191;14;707
25026;Arc-sous-Montenot;67;7.1;214
25029;Aubonne;65;7.7;244
25030;Audeux;120;7.8;430
25031;Audincourt;3522;13.7;13341
25032;Autechaux;128;11.6;425
25033;Autechaux-Roide;169;5.6;518
25035;Les Auxons;774;10;2515
25036;Avanne-Aveney;570;7.9;2227
25038;Avilley;54;9.1;161
25039;Avoudrey;280;6.7;914
25040;Badevel;251;8;810
25041;Bannans;120;8.3;366
25042;Le Barboux;59;8.3;228
25043;Bart;585;7.7;1951
25044;Bartherans;21;25;59
25045;Battenans-les-Mines;19;0;48
25046;Battenans-Varin;19;25;74
25047;Baume-les-Dames;1352;8;4989
25048;Bavans;1108;9;3616
25049;Belfays;46;11.1;137
25050;Le Bélieu;156;11.6;500
25051;Belleherbe;190;10.5;623
25052;Belmont;15;0;67
25053;Belvoir;25;20;96
25054;Berche;170;5.9;524
25055;Berthelange;108;4.9;350
25056;Besançon;26292;10.4;117912
25057;Bethoncourt;1438;23;5441
25058;Beure;383;9.3;1345
25059;Beutal;80;6.1;270
25060;Bians-les-Usiers;205;9.8;698
25061;Bief;36;14.3;116
25062;Le Bizot;96;5.3;301
25063;Blamont;330;6.1;1210
25065;Blarians;14;0;55
25066;Blussangeaux;25;0;84
25067;Blussans;55;9.1;191
25070;Bolandoz;107;9.2;373
25071;Bondeval;156;5.8;475
25072;Bonnal;5;0;21
25073;Bonnay;245;10.2;830
25074;Bonnétage;265;13.2;978
25075;Bonnevaux;105;14.3;398
25077;La Bosse;24;0;72
25078;Bouclans;323;9;1064
25079;Boujailles;109;12.9;438
25082;Bourguignon;285;6;894
25083;Bournois;55;9.1;191
25084;Boussières;345;7.2;1166
25085;Bouverans;123;8.2;388
25086;Braillans;72;7.1;210
25087;Branne;45;11.1;179
25088;Breconchaux;25;20;88
25089;Bremondans;24;20;94
25090;Brères;22;0;67
25091;Les Bréseux;145;10.3;471
25092;La Bretenière;20;0;70
25093;Bretigney;25;0;76
25094;Bretigney-Notre-Dame;34;14.3;116
25095;Bretonvillers;86;11.7;278
25096;Brey-et-Maison-du-Bois;44;20;143
25097;Brognard;165;6.1;478
25098;Buffard;56;9.1;181
25099;Bugny;62;16.7;225
25100;Bulle;140;3.9;472
25101;Burgille;169;8.8;571
25102;Burnevillers;15;33.3;48
25103;Busy;204;4.5;636
25104;By;25;0;85
25105;Byans-sur-Doubs;173;9.2;588
25106;Cademène;25;0;69
25107;Cendrey;55;0;192
25108;Cernay-l'Église;97;4.6;309
25109;Cessey;105;4.8;326
25110;Chaffois;322;9.3;1020
25111;Chalèze;120;8.3;362
25112;Chalezeule;357;9.7;1312
25113;Chamesey;48;22.2;142
25114;Chamesol;114;0;386
25115;Champagney;94;0;279
25116;Champlive;75;13.3;246
25117;Champoux;30;33.3;91
25119;Champvans-les-Moulins;110;4.5;325
25120;Chantrans;106;9.5;398
25121;Chapelle-des-Bois;70;14.3;255
25122;Chapelle-d'Huin;144;10.7;525
25124;Charmauvillers;68;14.3;269
25125;Charmoille;94;15.6;324
25126;Charnay;151;6.1;476
25127;Charquemont;808;6.4;2741
25129;Chassagne-Saint-Denis;34;28.6;111
25130;Châteauvieux-les-Fossés;0;N/A - division par 0;11
25131;Châtelblanc;35;14.3;110
25132;Châtillon-Guyotte;39;0;138
25133;Châtillon-le-Duc;629;8.9;2023
25136;Chaucenne;165;6.1;502
25138;Les Terres-de-Chaux;30;16.7;125
25139;La Chaux;172;12.8;602
25141;Chaux-lès-Passavant;25;0;122
25142;Chaux-Neuve;96;10.3;327
25143;Chay;66;0;207
25145;Chazot;40;0;120
25147;Chemaudin et Vaux;621;10.2;2021
25148;La Chenalotte;157;9.4;502
25149;Chenecey-Buillon;155;3.2;506
25150;Chevigney-sur-l'Ognon;90;11.1;291
25151;Chevigney-lès-Vercel;37;28.6;133
25152;La Chevillotte;43;25;158
25153;Chevroz;40;12.5;132
25154;Chouzelot;75;0;266
25155;Cléron;84;5.7;299
25156;Pays-de-Clerval;344;11.9;1169
25157;La Cluse-et-Mijoux;403;7.1;1299
25159;Colombier-Fontaine;366;5.1;1220
25160;Les Combes;220;9.1;750
25161;Consolation-Maisonnettes;4;0;30
25162;Corcelles-Ferrières;54;9.1;208
25163;Corcelle-Mieslot;34;0;107
25164;Corcondray;40;12.5;144
25166;Côtebrune;25;20;84
25170;Courcelles-lès-Montbéliard;411;12.6;1356
25171;Courcelles;31;16.7;105
25172;Courchapon;75;6.7;232
25173;Cour-Saint-Maurice;47;10;148
25174;Courtefontaine;75;13.1;244
25175;Courtetain-et-Salans;24;20;89
25176;Courvières;90;16.7;315
25177;Crosey-le-Grand;50;10;150
25178;Crosey-le-Petit;35;0;124
25179;Le Crouzet;20;25;60
25180;Crouzet-Migette;19;0;115
25181;Cubrial;41;0;146
25182;Cubry;26;0;92
25183;Cusance;24;0;74
25184;Cuse-et-Adrisans;74;13.1;281
25185;Cussey-sur-Lison;26;0;70
25186;Cussey-sur-l'Ognon;305;6.6;1044
25187;Dambelin;150;6.6;502
25188;Dambenois;251;4;750
25189;Dammartin-les-Templiers;53;18.2;189
25190;Dampierre-les-Bois;480;3.1;1598
25191;Dampierre-sur-le-Doubs;149;6.5;452
25192;Dampjoux;49;0;170
25193;Damprichard;537;6.6;1856
25194;Dannemarie;35;14.3;112
25195;Dannemarie-sur-Crète;417;9.8;1522
25196;Dasle;444;5.7;1392
25197;Deluz;183;4.5;616
25198;Désandans;192;5.3;726
25199;Déservillers;96;15.9;344
25200;Devecey;442;7;1379
25201;Dommartin;230;8.7;737
25202;Dompierre-les-Tilleuls;82;28.6;314
25203;Domprel;60;18.2;189
25204;Doubs;880;9.4;3198
25207;Dung;206;2.3;624
25208;Durnes;50;10;178
25209;Échay;36;28.6;131
25210;Échenans;54;9.1;159
25211;Échevannes;30;16.7;88
25212;École-Valentin;799;6.7;2633
25213;Les Écorces;230;11.2;736
25214;Écot;155;6.5;491
25215;L'Écouvotte;24;20;89
25216;Écurcey;90;5.3;265
25217;Émagny;185;8;597
25218;Épenouse;48;20;160
25219;Épenoy;174;17.1;635
25220;Épeugney;186;8.2;594
25221;Esnans;15;33.3;65
25222;Étalans;440;11.4;1595
25223;Éternoz;102;15;327
25224;Étouvans;259;4;835
25225;Étrabonne;55;9.1;188
25226;Étrappe;67;7.7;218
25227;Étray;81;20;281
25228;Étupes;1085;8.3;3724
25229;Évillers;114;9;389
25230;Exincourt;933;11.8;3237
25231;Eysson;35;14.3;119
25232;Faimbe;30;0;100
25233;Fallerans;86;11.4;289
25234;Ferrières-le-Lac;40;25;175
25235;Ferrières-les-Bois;96;9.7;317
25236;Fertans;81;17.6;288
25237;Fesches-le-Châtel;613;6.3;2172
25238;Fessevillers;50;0;157
25239;Feule;54;18.2;177
25240;Les Fins;964;7.9;3202
25241;Flagey;42;0;147
25242;Flagey-Rigney;34;14.3;119
25243;Flangebouche;205;14.6;788
25244;Fleurey;25;0;84
25245;Fontain;398;11.5;1251
25246;Fontaine-lès-Clerval;73;7.1;280
25247;Fontenelle-Montby;26;0;87
25248;Les Fontenelles;168;6.1;549
25249;Fontenotte;20;0;61
25251;Fourbanne;50;20;174
25252;Fourcatier-et-Maison-Neuve;36;14.3;115
25253;Fourg;113;16;393
25254;Les Fourgs;386;7.8;1405
25255;Fournet-Blancheroche;100;14.9;349
25256;Frambouhans;266;7.1;906
25257;Franey;74;6.3;268
25258;Franois;677;9.7;2295
25259;Frasne;551;10.8;1926
25261;Froidevaux;22;25;80
25262;Fuans;150;13.3;466
25263;Gellin;74;13.3;250
25264;Gémonval;25;0;84
25265;Geneuille;396;7.6;1317
25266;Geney;34;14.3;116
25267;Gennes;200;5;682
25268;Germéfontaine;30;16.7;115
25269;Germondans;20;0;61
25270;Gevresin;31;0;121
25271;Gilley;481;8.2;1691
25273;Glamondans;56;9.1;207
25274;Glay;100;5;339
25275;Glère;58;0;201
25276;Gondenans-Montby;49;10;171
25277;Gondenans-les-Moulins;19;0;73
25278;Gonsans;169;5.7;558
25279;Gouhelans;35;14.3;119
25280;Goumois;49;10;157
25281;Goux-lès-Dambelin;84;11.4;282
25282;Goux-les-Usiers;225;8.7;763
25283;Goux-sous-Landet;20;25;64
25284;Grand-Charmont;1536;16.4;5786
25285;Grand'Combe-Châteleu;470;6.4;1484
25286;Grand'Combe-des-Bois;35;0;125
25287;Grandfontaine;520;12.5;1771
25288;Fournets-Luisans;212;9.6;719
25289;Grandfontaine-sur-Creuse;20;25;73
25290;La Grange;30;16.7;95
25293;Granges-Narboz;379;10.4;1267
25295;Les Grangettes;102;4.8;298
25296;Les Gras;227;6.6;788
25297;Le Gratteris;48;11.1;169
25298;Grosbois;79;6.2;242
25299;Guillon-les-Bains;30;16.7;110
25300;Guyans-Durnes;91;12.1;297
25301;Guyans-Vennes;249;14.4;860
25303;Hauterive-la-Fresse;65;23.1;226
25304;Hérimoncourt;1042;10.8;3662
25305;L'Hôpital-du-Grosbois;171;14.7;593
25306;L'Hôpital-Saint-Lieffroy;38;14.3;124
25307;Les Hôpitaux-Neufs;252;7.6;913
25308;Les Hôpitaux-Vieux;136;11;463
25309;Houtaud;341;10.2;1128
25310;Huanne-Montmartin;25;0;98
25311;Hyémondans;56;9.1;207
25312;Hyèvre-Magny;23;0;67
25313;Hyèvre-Paroisse;56;9.1;195
25314;Indevillers;71;14.7;268
25315;L'Isle-sur-le-Doubs;800;6.2;2865
25316;Issans;89;4.2;235
25317;Jallerange;79;18.7;265
25318;Jougne;513;5.9;1801
25320;Labergement-Sainte-Marie;335;4.4;1221
25321;Villers-le-Lac;1480;7.8;5188
25322;Laire;134;3.7;406
25323;Laissey;119;8.3;445
25324;Lanans;46;11.1;162
25325;Landresse;65;15.4;232
25326;Lantenne-Vertière;160;12.1;529
25327;Lanthenans;20;0;70
25328;Larnod;250;10;786
25329;Laval-le-Prieuré;10;0;36
25330;Lavans-Quingey;59;16.7;181
25331;Lavans-Vuillafans;61;16.7;242
25332;Lavernay;179;8.2;575
25333;Laviron;104;14.3;343
25334;Levier;593;9.2;2236
25335;Liebvillers;45;0;152
25336;Liesle;159;12.5;543
25338;Lizine;32;0;97
25339;Lods;61;16.8;223
25340;Lombard;64;7.7;188
25341;Lomont-sur-Crête;57;9.1;178
25342;Longechaux;25;20;79
25343;Longemaison;49;11.1;165
25344;Longevelle-lès-Russey;15;0;45
25345;Longevelle-sur-Doubs;219;4.4;670
25346;Longeville;51;10;180
25347;La Longeville;232;13.3;823
25348;Longevilles-Mont-d'Or;165;7.2;609
25349;Loray;155;12.9;564
25350;Lougres;230;4.3;736
25351;Le Luhier;67;7.7;234
25354;Luxiol;44;0;159
25355;Magny-Châtelard;15;33.3;62
25356;Maîche;1150;6.5;4266
25357;Maisons-du-Bois-Lièvremont;243;12.8;852
25359;Malans;40;0;160
25360;Malbrans;51;0;171
25361;Malbuisson;240;6.2;844
25362;Malpas;74;6.7;284
25364;Mamirolle;473;9.1;1795
25365;Mancenans;83;15.9;305
25366;Mancenans-Lizerne;60;8.3;193
25367;Mandeure;1398;7.9;4795
25368;Marchaux-Chaudefontaine;445;9;1479
25369;Marvelise;44;11.1;162
25370;Mathay;682;8.6;2152
25371;Mazerolles-le-Salin;68;0;211
25372;Médière;76;10.2;275
25373;Le Mémont;6;0;46
25374;Mercey-le-Grand;164;18.3;555
25375;Les Monts-Ronds;210;11.9;652
25376;Mérey-Vieilley;46;0;154
25377;Mésandans;69;7.7;231
25378;Meslières;94;10.1;346
25379;Mesmay;20;0;71
25380;Métabief;361;5.3;1339
25381;Miserey-Salines;807;6.9;2555
25382;Moncey;170;11.8;609
25383;Moncley;92;0;276
25384;Mondon;31;16.7;97
25385;Montagney-Servigney;36;14.3;128
25386;Montancy;35;14.3;126
25387;Montandon;113;13.6;385
25388;Montbéliard;6286;16;25806
25389;Montbéliardot;30;0;113
25390;Montbenoît;115;17.4;399
25391;Mont-de-Laval;55;18.2;179
25392;Mont-de-Vougney;52;10;192
25393;Montécheroux;158;5.9;549
25394;Montenois;450;8.1;1472
25395;Montfaucon;494;6;1570
25397;Montferrand-le-Château;638;5.4;2180
25398;Montflovin;31;16.7;115
25400;Montgesoye;140;6.7;472
25401;Montivernage;5;0;26
25402;Montjoie-le-Château;4;0;24
25403;Montlebon;661;8.3;2129
25404;Montmahoux;24;20;91
25405;Montperreux;271;8.9;899
25406;Montrond-le-Château;174;5.7;566
25408;Montussaint;15;0;56
25410;Morre;400;10;1342
25411;Morteau;1805;7.2;6853
25413;Mouthe;297;8.6;1047
25414;Le Moutherot;38;25;123
25415;Mouthier-Haute-Pierre;101;10.8;341
25416;Myon;66;7.7;183
25417;Naisey-les-Granges;243;10.1;804
25418;Nancray;368;10.9;1259
25419;Nans;30;16.7;94
25420;Nans-sous-Sainte-Anne;50;0;166
25421;Narbief;22;25;72
25422;Neuchâtel-Urtière;52;10;178
25424;Les Premiers Sapins;440;15.9;1544
25425;Noël-Cerneux;137;14.4;455
25426;Noirefontaine;94;10.1;335
25427;Noironte;127;7.9;394
25428;Nommay;531;6.2;1619
25429;Novillars;388;9.8;1497
25430;Ollans;15;0;39
25431;Onans;112;7;339
25432;Orchamps-Vennes;617;9.7;2149
25433;Orgeans-Blanchefontaine;9;0;41
25434;Ornans;1268;7.7;4423
25435;Orsans;45;11.1;163
25436;Orve;15;0;57
25437;Osse;103;5;345
25438;Osselle-Routelle;299;6.7;956
25439;Ougney-Douvot;70;14.3;254
25440;Ouhans;111;13.1;376
25441;Ouvans;10;0;65
25442;Oye-et-Pallet;224;5.8;728
25443;Palantine;23;50;78
25444;Palise;50;10;141
25445;Paroy;35;14.3;124
25446;Passavant;60;8.3;191
25447;Passonfontaine;85;19;344
25448;Pelousey;448;12.9;1526
25449;Péseux;33;16.7;138
25450;Pessans;30;16.7;86
25451;Petite-Chaux;49;10;142
25452;Pierrefontaine-lès-Blamont;138;3.4;470
25453;Pierrefontaine-les-Varans;403;7.5;1396
25454;Pirey;629;6.5;2127
25455;Placey;60;0;198
25456;Plaimbois-du-Miroir;80;18.8;268
25457;Plaimbois-Vennes;32;16.7;109
25458;Les Plains-et-Grands-Essarts;65;15.4;214
25459;La Planée;90;10.9;314
25460;Le Val;75;6.7;242
25461;Pompierre-sur-Doubs;94;10.4;304
25462;Pontarlier;4622;8.7;17542
25463;Pont-de-Roide-Vermondans;1162;4.6;4124
25464;Les Pontets;35;14.3;132
25465;Pont-les-Moulins;68;7.7;203
25466;Pouilley-Français;266;7.5;828
25467;Pouilley-les-Vignes;592;7;1982
25468;Pouligney-Lusans;231;10.9;846
25469;Présentevillers;151;10;458
25470;La Prétière;50;10;157
25471;Provenchère;36;14.3;138
25472;Puessans;10;0;31
25473;Pugey;232;5.6;731
25474;Le Puy;31;0;113
25475;Quingey;345;10.4;1441
25476;Rahon;39;25;125
25477;Rancenay;120;9.3;396
25478;Randevillers;25;20;122
25479;Rang;128;4;401
25481;Raynans;105;9.5;334
25482;Recologne;209;7.5;667
25483;Reculfoz;5;0;39
25485;Rémondans-Vaivre;69;7.1;233
25486;Remoray-Boujeons;129;7.1;425
25487;Renédale;12;0;46
25488;Rennes-sur-Loue;33;0;109
25489;Reugney;80;18.8;284
25490;Rigney;115;4.3;375
25491;Rignosot;35;0;116
25492;Rillans;25;20;94
25493;La Rivière-Drugeon;270;11.1;920
25494;Rochejean;200;9.8;711
25495;Roche-lez-Beaupré;640;8.8;2157
25496;Roche-lès-Clerval;30;16.7;101
25497;Roches-lès-Blamont;195;7.7;617
25498;Rognon;20;25;48
25499;Romain;34;0;124
25500;Ronchaux;25;20;87
25501;Rondefontaine;11;50;37
25502;Roset-Fluans;161;9.7;546
25503;Rosières-sur-Barbèche;35;14.3;116
25504;Rosureux;25;20;80
25505;Rougemont;260;5.8;1035
25506;Rougemontot;30;33.3;92
25507;Rouhe;19;0;75
25508;Roulans;363;6.6;1130
25510;Ruffey-le-Château;115;13;361
25511;Rurey;100;10;348
25512;Le Russey;705;9.9;2408
25513;Sainte-Anne;5;0;47
25514;Saint-Antoine;101;5;341
25515;Sainte-Colombe;130;8.1;428
25516;Saint-Georges-Armont;35;14.3;124
25517;Saint-Gorgon-Main;75;19.9;284
25518;Saint-Hilaire;40;12.5;157
25519;Saint-Hippolyte;234;7.7;887
25520;Saint-Juan;51;10;176
25521;Saint-Julien-lès-Montbéliard;59;8.3;163
25522;Saint-Julien-lès-Russey;52;10;187
25523;Sainte-Marie;222;3.8;680
25524;Saint-Maurice-Colombier;289;5.1;903
25525;Saint-Point-Lac;83;11.8;292
25526;Sainte-Suzanne;401;15;1455
25527;Saint-Vit;1474;9.1;4922
