Insee - Statistiques locales; ; ; ; 
Référentiel géographique : France par commune; ; ; ; 
Code;Libellé;Nb de familles 2019;Part des familles avec 3 enf. ou plus de - de 25 ans 2019;Population municipale 2019
80421;Hattencourt;90;22.6;294
80422;Hautvillers-Ouville;165;11.6;578
80423;Havernas;125;8;381
80424;Hébécourt;167;3;540
80425;Hédauville;37;14.3;116
80426;Heilly;140;3.6;435
80427;Hem-Hardinval;122;12.8;376
80428;Hem-Monacu;50;20;134
80429;Hénencourt;65;7.7;193
80430;Herbécourt;63;16.7;201
80431;Hérissart;210;6.8;683
80432;Herleville;62;16.7;190
80433;Herly;10;0;44
80434;Hervilly;60;8.3;190
80435;Hesbécourt;25;0;57
80436;Hescamps;164;6.1;522
80437;Heucourt-Croquoison;39;0;110
80438;Heudicourt;152;16.2;511
80439;Heuzecourt;45;0;167
80440;Hiermont;46;11.1;153
80442;Hombleux;351;9.9;1178
80443;Hornoy-le-Bourg;486;10.1;1681
80444;Huchenneville;205;6.5;661
80445;Humbercourt;86;18.4;272
80446;Huppy;233;5.9;755
80449;Ignaucourt;21;0;69
80450;Inval-Boiron;35;28.6;112
80451;Irles;36;14.3;123
80452;Jumel;151;10;521
80453;Laboissière-en-Santerre;39;12.5;142
80455;Lachapelle;21;0;91
80456;Lafresguimont-Saint-Martin;167;9.2;554
80458;Lahoussoye;135;11.1;451
80459;Laleu;36;0;108
80460;Lamaronde;25;0;65
80461;Lamotte-Brebière;73;0;216
80462;Lamotte-Buleux;113;9.7;357
80463;Lamotte-Warfusée;210;4.7;702
80464;Lanchères;289;5.1;918
80465;Languevoisin-Quiquery;64;7.7;196
80466;Lanches-Saint-Hilaire;41;0;133
80467;Laucourt;66;7.7;194
80468;Laviéville;45;11.1;170
80469;Lawarde-Mauger-l'Hortoy;45;0;162
80470;Léalvillers;49;10;164
80472;Lesbœufs;57;9.1;173
80473;Liancourt-Fosse;86;11.8;295
80474;Licourt;124;7.3;396
80475;Liéramont;65;7.7;215
80476;Liercourt;125;8.9;372
80477;Ligescourt;71;14.3;222
80478;Lignières;40;12.5;145
80479;Lignières-Châtelain;114;9.1;354
80480;Lignières-en-Vimeu;30;16.7;113
80481;Lihons;125;4.3;458
80482;Limeux;40;12.5;140
80484;Liomer;115;8.7;388
80485;Ô-de-Selle;364;5.4;1179
80486;Long;174;8.5;618
80487;Longavesnes;20;0;79
80488;Longpré-les-Corps-Saints;461;10;1587
80489;Longueau;1680;8.6;5765
80490;Longueval;81;6.2;273
80491;Longuevillette;19;0;75
80493;Louvencourt;87;12;294
80494;Louvrechy;60;8.3;201
80495;Lucheux;147;6.9;521
80496;Machiel;44;0;154
80497;Machy;40;0;118
80498;Mailly-Maillet;185;8.2;632
80499;Mailly-Raineval;95;10.5;300
80500;Maisnières;155;13.5;531
80501;Maison-Ponthieu;75;13.7;283
80502;Maison-Roland;23;0;101
80503;Maizicourt;55;9.1;186
80504;Malpart;20;25;76
80505;Carnoy-Mametz;81;6.2;292
80507;Marcelcave;376;7.9;1263
80508;Marché-Allouarde;14;33.3;51
80509;Marchélepot-Misery;185;16.2;598
80511;Marestmontiers;29;0;111
80512;Mareuil-Caubert;255;7.8;836
80513;Maricourt;60;0;180
80514;Marieux;41;12.5;129
80515;Marlers;39;0;144
80516;Marquaix;63;7.7;194
80517;Marquivillers;59;18.2;197
80518;Martainneville;128;12;425
80519;Matigny;149;9.8;502
80520;Maucourt;51;10;182
80521;Maurepas;70;7.1;211
80522;Le Mazis;35;0;107
80523;Méaulte;404;6.2;1259
80524;Méharicourt;166;12;588
80525;Meigneux;50;10;179
80526;Le Meillard;40;12.5;155
80527;Méneslies;85;5.9;303
80528;Méréaucourt;5;0;9
80529;Mérélessart;73;26.7;193
80530;Méricourt-l'Abbé;189;7.7;607
80531;Méricourt-en-Vimeu;35;14.3;102
80533;Mers-les-Bains;769;5.4;2655
80535;Le Mesge;47;11.1;161
80536;Mesnil-Bruntel;100;5;287
80537;Mesnil-Domqueur;25;20;89
80538;Mesnil-en-Arrouaise;33;0;122
80540;Mesnil-Martinsart;70;7.1;235
80541;Mesnil-Saint-Georges;63;16.7;198
80542;Mesnil-Saint-Nicaise;166;8.6;561
80543;Métigny;35;28.6;117
80544;Mézerolles;55;9.1;184
80545;Mézières-en-Santerre;181;8.6;559
80546;Miannay;202;4.9;584
80547;Millencourt;59;8.3;205
80548;Millencourt-en-Ponthieu;115;4.2;354
80549;Miraumont;193;9.7;655
80550;Mirvaux;40;0;130
80552;Moislains;362;2.8;1153
80553;Molliens-au-Bois;102;4.7;327
80554;Molliens-Dreuil;287;9.9;980
80555;Monchy-Lagache;195;5.1;601
80556;Mons-Boubert;182;4.9;552
80557;Estrées-Mons;182;5.6;594
80558;Monsures;69;14.3;223
80559;Montagne-Fayel;44;11.1;143
80560;Montauban-de-Picardie;60;8.3;214
80561;Montdidier;1660;12.2;6113
80562;Montigny-sur-l'Hallue;60;8.3;206
80563;Montigny-les-Jongleurs;25;0;96
80565;Montonvillers;24;0;82
80566;Fieffes-Montrelet;105;4.8;341
80568;Morchain;101;10;347
80569;Morcourt;95;10.7;327
80570;Moreuil;1130;8.9;3986
80571;Morisel;153;6.7;497
80572;Morlancourt;114;0;367
80573;Morvillers-Saint-Saturnin;123;11.3;398
80574;Mouflers;31;16.7;95
80575;Mouflières;20;0;80
80576;Moyencourt;95;10.5;321
80577;Moyencourt-lès-Poix;46;0;183
80578;Moyenneville;221;11;719
80579;Muille-Villette;244;10.3;851
80580;Nampont;79;0;250
80582;Namps-Maisnil;293;3.4;1002
80583;Nampty;85;5.8;290
80584;Naours;344;7;1078
80585;Nesle;643;11.6;2314
80586;Nesle-l'Hôpital;50;10;156
80587;Neslette;25;20;82
80588;Neufmoulin;115;4.3;359
80589;Neuilly-le-Dien;31;0;100
80590;Neuilly-l'Hôpital;99;4.8;321
80591;Neuville-au-Bois;39;0;151
80592;Neuville-Coppegueule;145;11.3;507
80593;La Neuville-lès-Bray;81;4.6;254
80595;La Neuville-Sire-Bernard;90;11.8;301
80596;Neuvillette;61;8.3;221
80597;Nibas;281;3.4;852
80598;Nouvion;399;5.1;1259
80599;Noyelles-en-Chaussée;75;0;241
80600;Noyelles-sur-Mer;201;5.1;685
80601;Nurlu;116;3.7;373
80602;Occoches;36;28.6;129
80603;Ochancourt;101;10.7;334
80604;Offignies;25;20;80
80605;Offoy;73;0;207
80606;Oisemont;313;16.1;1148
80607;Oissy;65;0;212
80609;Oneux;120;12.5;408
80611;Oresmaux;300;6.3;924
80613;Oust-Marest;207;4;621
80614;Outrebois;90;5.6;317
80615;Ovillers-la-Boisselle;141;7.1;437
80616;Pargny;51;10;199
80617;Parvillers-le-Quesnoy;69;13.7;231
80618;Pendé;335;4.3;1051
80619;Pernois;219;6.5;728
80620;Péronne;2049;10.7;7577
80621;Hypercourt;207;14.6;723
80622;Picquigny;363;6.5;1311
80623;Piennes-Onvillers;114;13;371
80624;Pierregot;90;0;282
80625;Trois-Rivières;432;9.3;1516
80626;Pissy;100;5;292
80627;Plachy-Buyon;285;3.5;829
80628;Le Plessier-Rozainvillers;225;14.4;776
80629;Pœuilly;35;0;108
80630;Poix-de-Picardie;608;5;2358
80631;Ponches-Estruval;29;16.7;98
80632;Pont-de-Metz;665;6.9;2411
80633;Ponthoile;199;4.8;608
80634;Pont-Noyelles;265;3.8;821
80635;Pont-Remy;430;14;1459
80637;Port-le-Grand;87;5.8;288
80638;Potte;29;0;108
80639;Poulainville;390;6.4;1236
80640;Pozières;81;12.6;266
80642;Prouville;97;5.5;321
80643;Prouzel;176;5.6;558
80644;Proyart;214;12;728
80645;Puchevillers;180;8.3;556
80646;Punchy;21;25;92
80647;Puzeaux;85;11.8;293
80648;Pys;31;33.3;121
80649;Quend;418;4.9;1313
80650;Querrieu;216;1.9;632
80651;Le Quesne;85;11.2;265
80652;Le Quesnel;240;12.5;780
80654;Quesnoy-le-Montant;160;6.2;543
80655;Quesnoy-sur-Airaines;132;7.7;428
80656;Quevauvillers;320;6.2;1085
80657;Quiry-le-Sec;94;10.2;322
80658;Quivières;45;0;144
80659;Raincheval;80;6.2;271
80661;Rainneville;312;6.4;1010
80662;Ramburelles;83;0;284
80663;Rambures;93;9.9;340
80664;Rancourt;58;8.3;192
80665;Regnière-Écluse;39;0;123
80666;Remaisnil;10;0;32
80667;Remaugies;50;10;132
80668;Remiencourt;44;0;168
80669;Rethonvillers;102;10;351
80670;Revelles;161;2.6;497
80671;Ribeaucourt;70;14.3;234
80672;Ribemont-sur-Ancre;205;7.5;648
80673;Riencourt;49;0;175
80674;Rivery;1058;8.9;3599
80675;Rogy;30;0;127
80676;Roiglise;50;10;154
80677;Roisel;480;4.8;1593
80678;Rollot;230;13;770
80679;Ronssoy;181;17.4;591
80680;Rosières-en-Santerre;889;9.3;3017
80681;Rouvrel;90;5.6;309
80682;Rouvroy-en-Santerre;65;7.7;213
80683;Rouy-le-Grand;38;12.5;103
80684;Rouy-le-Petit;34;14.3;109
80685;Roye;1555;9;5693
80686;Rubempré;211;9.2;728
80687;Rubescourt;40;12.5;133
80688;Rue;880;5.6;3111
80690;Rumigny;201;10.1;628
80691;Saigneville;110;9.1;353
80692;Sailly-Flibeaucourt;315;7.9;1023
80693;Sailly-Laurette;90;11.1;327
80694;Sailly-le-Sec;105;9.3;350
80695;Sailly-Saillisel;126;16.3;483
80696;Sains-en-Amiénois;390;5.1;1220
80697;Saint-Acheul;9;0;32
80698;Saint-Aubin-Montenoy;70;14.3;221
80699;Saint-Aubin-Rivière;30;16.7;111
80700;Saint-Blimont;270;3.7;878
80701;Saint-Christ-Briost;140;7.1;432
80702;Saint-Fuscien;410;6.1;1309
80703;Saint-Germain-sur-Bresle;59;0;203
80704;Saint-Gratien;130;7.7;382
80705;Saint-Léger-lès-Authie;25;0;82
80706;Saint-Léger-lès-Domart;571;9.3;1854
80707;Saint-Léger-sur-Bresle;19;0;75
80708;Saint-Mard;50;9.1;155
80709;Saint-Maulvis;80;12.4;268
80710;Saint-Maxent;110;4.5;395
80711;Saint-Ouen;542;13.2;1828
80713;Saint-Quentin-en-Tourmont;100;0;281
80714;Saint-Quentin-la-Motte-Croix-au-Bailly;394;8.2;1280
80716;Saint-Riquier;338;7.1;1265
80717;Saint-Sauflieu;308;4.8;992
80718;Saint-Sauveur;411;6.6;1341
80719;Sainte-Segrée;10;50;52
80721;Saint-Valery-sur-Somme;654;6.3;2469
80722;Saint-Vaast-en-Chaussée;166;3;488
80723;Saisseval;70;7.1;240
80724;Saleux;855;8.8;2805
80725;Salouël;888;5.2;3918
80726;Sancourt;84;11.8;265
80728;Saulchoy-sous-Poix;20;0;75
80729;Sauvillers-Mongival;65;7.7;177
80730;Saveuse;291;5.4;952
80732;Senarpont;190;10.5;628
80733;Senlis-le-Sec;83;17.6;307
80734;Sentelie;65;7.7;212
80735;Seux;55;9.1;167
80736;Sorel-en-Vimeu;58;8.3;208
80737;Sorel;50;0;161
80738;Soues;40;12.5;126
80740;Sourdon;106;15.6;344
80741;Soyécourt;60;8.3;190
80742;Surcamps;20;0;65
80743;Suzanne;52;0;192
80744;Tailly;10;0;57
80746;Talmas;349;4.7;1069
80747;Templeux-la-Fosse;40;0;136
80748;Templeux-le-Guérard;48;10;185
80749;Terramesnil;84;17.6;317
80750;Tertry;44;22.2;146
80751;Thennes;181;8.3;580
80752;Thézy-Glimont;216;4.6;678
80753;Thiepval;35;14.3;124
80754;Thieulloy-l'Abbaye;114;10.7;399
80755;Thieulloy-la-Ville;46;11.1;147
80756;Thièvres;15;0;63
80757;Thoix;46;11.1;146
80758;Thory;67;7.7;207
80759;Tilloloy;89;5.1;349
80760;Tilloy-Floriville;117;4.3;378
80762;Tincourt-Boucly;107;3.8;346
80763;Le Titre;97;8.8;344
80764;Tœufles;100;5.2;296
80765;Tours-en-Vimeu;248;9.6;809
80766;Toutencourt;130;7.7;439
80767;Le Translay;58;18.2;258
80769;Treux;88;11.8;232
80770;Tully;163;8.3;538
80771;Ugny-l'Équipée;11;0;33
80773;Vadencourt;35;14.3;104
80774;Vaire-sous-Corbie;85;5.8;291
80775;Valines;194;7.4;632
80776;Varennes;70;0;218
80777;Vauchelles-lès-Authie;45;11.1;139
80778;Vauchelles-lès-Domart;36;14.3;127
80779;Vauchelles-les-Quesnoy;272;6.9;848
80780;Vaudricourt;123;4;406
80781;Vauvillers;75;6.7;225
80782;Vaux-en-Amiénois;143;6.9;418
80783;Vaux-Marquenneville;26;0;84
80784;Vaux-sur-Somme;100;4.8;306
80785;Vecquemont;170;5.9;544
80786;Velennes;41;12.5;149
80787;Vercourt;31;16.7;95
80788;Vergies;55;0;173
80789;Vermandovillers;46;11.1;152
80790;Verpillières;44;11.1;169
80791;Vers-sur-Selle;242;1.9;732
80792;La Vicogne;73;6.7;246
80793;Vignacourt;725;4.9;2338
80794;Villecourt;20;0;57
80795;Ville-le-Marclet;140;10.7;469
80796;Villeroy;60;0;182
80797;Villers-aux-Érables;40;25;138
80798;Villers-Bocage;465;10.8;1435
80799;Villers-Bretonneux;1335;8.7;4592
80800;Villers-Campsart;41;12.5;143
80801;Villers-Carbonnel;106;15;330
80802;Villers-Faucon;158;15.4;557
80803;Villers-lès-Roye;81;12.3;275
80804;Villers-sous-Ailly;56;9.1;179
80805;Villers-Tournelle;46;0;159
80806;Villers-sur-Authie;140;7.1;471
80807;Ville-sur-Ancre;84;10.8;266
80808;Vironchaux;145;13.8;498
80809;Vismes;150;16.7;477
80810;Vitz-sur-Authie;37;0;135
80811;Voyennes;186;7.1;591
80812;Vraignes-en-Vermandois;48;0;139
80813;Vraignes-lès-Hornoy;36;0;97
80814;Vrély;135;7.4;449
80815;Vron;260;7.6;836
80819;Wargnies;25;20;84
80820;Warloy-Baillon;208;9.8;753
80821;Warlus;70;7.1;220
80822;Warsy;35;14.3;143
80823;Warvillers;32;0;134
80824;Wiencourt-l'Équipée;67;15.7;270
80825;Wiry-au-Mont;36;14.3;115
80826;Woignarue;249;5.7;791
80827;Woincourt;355;7.1;1239
80828;Woirel;24;0;67
80829;Y;25;20;91
80830;Yaucourt-Bussus;75;0;245
80832;Yvrench;80;12.5;305
80833;Yvrencheux;44;11.1;123
80834;Yzengremer;150;3.3;514
80835;Yzeux;90;0;269
80836;Yonval;68;0;220
81001;Aguts;75;13.3;226
81002;Aiguefonde;801;6.8;2512
81003;Alban;272;5.3;928
81004;Albi;12021;6.2;48902
81005;Albine;160;3.1;518
81006;Algans;63;0;198
81007;Alos;30;0;95
81008;Almayrac;91;5.1;294
81009;Amarens;15;0;68
81010;Ambialet;135;7.4;467
81011;Ambres;326;6.1;1010
81012;Andillac;35;0;121
81013;Andouque;120;8.2;406
81014;Anglès;148;3;502
81015;Appelle;20;0;73
81016;Arfons;40;12.5;165
81017;Arifat;48;0;160
81018;Arthès;768;3.5;2512
81019;Assac;35;14.3;143
81020;Aussac;85;5.9;271
81021;Aussillon;1737;8.4;5827
81022;Bannières;63;7.7;203
81023;Barre;65;7.7;208
81024;Beauvais-sur-Tescou;104;10;363
81025;Belcastel;77;0;244
81026;Bellegarde-Marsal;214;6.9;703
81027;Belleserre;50;0;158
81028;Berlats;29;0;103
81029;Bernac;60;8.3;186
81030;Bertre;30;16.7;111
81031;Le Bez;257;1.6;821
81032;Blan;321;5.8;1135
81033;Blaye-les-Mines;884;5.5;2946
81034;Boissezon;116;7.4;387
81035;Bournazel;80;12.5;218
81036;Bout-du-Pont-de-Larn;422;4.7;1267
81037;Brassac;400;3.8;1305
81038;Brens;710;4.2;2341
81039;Briatexte;599;9.5;2040
81040;Brousse;133;3.6;427
81041;Broze;47;0;121
81042;Burlats;642;4.8;2053
81043;Busque;245;3.9;736
81044;Cabanès;84;12.7;303
81045;Les Cabannes;115;4.3;369
81046;Cadalen;441;4.5;1529
81047;Cadix;75;6.2;225
81048;Cagnac-les-Mines;738;6.5;2578
81049;Cahuzac;60;8.3;350
81050;Cambon-lès-Lavaur;99;5;342
81051;Cahuzac-sur-Vère;350;5.6;1158
81052;Cambon;699;4.9;2128
81053;Cambounès;126;3.9;334
81054;Cambounet-sur-le-Sor;294;3.4;939
81055;Les Cammazes;95;11.5;349
81056;Campagnac;52;10;157
81058;Carbes;74;6.7;230
81059;Carlus;210;4.8;669
81060;Carmaux;2680;7.8;9782
81061;Castanet;65;0;191
81062;Fontrieu;285;3.1;935
81063;Castelnau-de-Lévis;483;4;1621
81064;Castelnau-de-Montmiral;309;8.2;1041
81065;Castres;11280;8.4;42079
81066;Caucalières;87;0;280
81067;Cestayrols;159;3.1;469
81068;Combefa;54;0;153
81069;Cordes-sur-Ciel;203;0;822
81070;Coufouleux;905;8.2;2939
81071;Courris;35;0;79
81072;Crespin;42;12.5;134
81073;Crespinet;46;0;177
81074;Cunac;522;6.5;1607
81075;Cuq;158;6.1;502
81076;Cuq-Toulza;230;6.5;698
81077;Curvalle;137;0;399
81078;Damiatte;296;6.4;1028
81079;Dénat;243;10.2;803
81080;Donnazac;26;20;71
81081;Dourgne;348;5.5;1311
81082;Le Dourn;29;16.7;111
81083;Durfort;75;6.1;246
81084;Escoussens;183;2.7;614
81085;Escroux;20;0;45
81086;Espérausses;45;11.1;173
81087;Fayssac;108;4.7;357
81088;Fauch;175;2.8;554
81089;Faussergues;44;0;136
81090;Fénols;77;6.6;253
81092;Fiac;287;6.9;926
81093;Florentin;205;7.2;682
81094;Fraissines;25;0;93
81095;Frausseilles;20;0;83
81096;Le Fraysse;117;8.3;410
81097;Fréjairolles;440;4.5;1328
81098;Fréjeville;216;7.2;701
81099;Gaillac;4175;9.5;15265
81100;Garrevaques;125;8;402
81101;Le Garric;416;4.9;1270
81102;Garrigues;80;6.2;271
81103;Gijounet;42;0;134
81104;Giroussens;469;4.2;1506
81105;Graulhet;3719;8.7;12844
81106;Grazac;203;4.9;618
81108;Itzac;62;7.7;168
81109;Jonquières;140;7.1;438
81110;Jouqueviel;30;16.7;96
81111;Labarthe-Bleys;25;0;77
81112;Labastide-de-Lévis;286;10.3;937
81114;Labastide-Gabausse;140;0;513
81115;Labastide-Rouairoux;371;5.4;1414
81116;Labastide-Saint-Georges;594;6.4;1937
81117;Labessière-Candeil;237;6.1;753
81118;Laboulbène;45;11.1;152
81119;Laboutarie;156;6.3;489
81120;Labruguière;1908;8.9;6506
81121;Lacabarède;97;5.3;298
81122;Lacapelle-Pinet;27;0;81
81123;Lacapelle-Ségalar;36;14.3;95
81124;Lacaune;720;3.5;2464
81125;Lacaze;100;5;310
81126;Lacougotte-Cadoul;54;9.1;179
81127;Lacroisille;36;0;109
81128;Lacrouzette;500;4;1590
81129;Lagardiolle;64;14.6;232
81130;Lagarrigue;574;5;1818
81131;Lagrave;675;3.7;2213
81132;Guitalens-L'Albarède;270;5.6;825
81133;Lamillarié;157;3.2;504
81134;Lamontélarié;15;0;58
81135;Laparrouquial;30;0;96
81136;Larroque;44;0;153
81137;Lasfaillades;30;16.7;87
81138;Lasgraisses;170;8.8;550
81139;Lautrec;493;6.2;1731
81140;Lavaur;3000;5.8;10879
81141;Lédas-et-Penthiès;53;0;149
81142;Lempaut;272;9.3;889
81143;Lescout;230;6.5;731
81144;Lescure-d'Albigeois;1454;6.5;4574
81145;Lisle-sur-Tarn;1341;6;4676
81146;Livers-Cazelles;68;7.1;230
81147;Lombers;344;7.2;1139
81148;Loubers;24;20;75
81149;Loupiac;133;3.7;421
81150;Lugan;132;3.7;424
81151;Magrin;34;14.3;128
81152;Mailhoc;95;5.7;319
81154;Marnaves;25;20;76
81156;Marssac-sur-Tarn;1098;3.7;3395
81157;Marzens;96;0;312
81158;Le Masnau-Massuguiès;80;0;265
81159;Massac-Séran;106;9.6;405
81160;Massaguel;115;4.5;372
81161;Massals;43;11.1;108
81162;Maurens-Scopont;54;20;162
81163;Mazamet;2553;7.4;9996
81164;Mézens;148;7.1;509
81165;Milhars;88;0;247
81166;Milhavet;34;0;91
81167;Miolles;30;0;105
81168;Mirandol-Bourgnounac;315;3.2;1046
81169;Missècle;35;0;98
81170;Monestiés;397;4.7;1358
81171;Montans;440;9.1;1513
81172;Montauriol;10;0;59
81173;Montcabrier;91;5.7;319
81174;Montdragon;192;5;623
81175;Montdurausse;116;13.8;441
81176;Montels;40;0;104
81177;Montfa;153;6.6;493
81178;Montgaillard;108;3.9;367
81179;Montgey;81;6.2;280
81180;Montirat;70;0;249
81181;Montpinier;60;0;190
81182;Montredon-Labessonnié;581;6.7;1987
81183;Mont-Roc;60;0;188
81184;Montrosier;11;50;35
81185;Montvalen;86;0;237
81186;Moularès;84;0;262
81187;Moulayrès;66;7.7;211
81188;Moulin-Mage;104;0;316
81189;Mouzens;35;14.3;126
81190;Mouzieys-Teulet;161;3.3;534
81191;Mouzieys-Panens;70;14;236
81192;Murat-sur-Vèbre;251;4.1;862
81193;Nages;115;4.2;338
81195;Navès;232;2.1;691
81196;Noailhac;265;7.2;850
81197;Noailles;75;6.7;213
81198;Orban;100;5;329
81199;Padiès;64;7.7;189
81200;Palleville;134;3.2;433
81201;Pampelonne;221;3.8;840
81202;Parisot;301;4.9;960
81203;Paulinet;185;6;559
81204;Payrin-Augmontel;722;4.6;2170
81205;Péchaudier;62;0;193
81206;Penne;182;0;586
81207;Peyregoux;30;16.7;78
81208;Peyrole;176;8.9;594
81209;Pont-de-Larn;879;3.8;2775
81210;Poudis;80;6.2;261
81211;Poulan-Pouzols;160;9.4;495
81212;Prades;40;0;125
81213;Pratviel;30;16.7;89
81214;Puéchoursi;31;16.7;101
81215;Puybegon;210;7.1;638
81216;Puycalvel;66;7.7;213
81217;Puycelsi;145;3.4;452
81218;Puygouzon;1147;5.6;3510
81219;Puylaurens;920;7.1;3160
81220;Rabastens;1670;7.5;5713
81221;Rayssac;60;0;236
81222;Réalmont;1010;5.4;3480
81223;Le Rialet;20;0;54
81224;Le Riols;25;0;101
81225;Rivières;332;6;1064
81227;Roquecourbe;666;3.5;2187
81228;Roquemaure;140;7.2;458
81229;Roquevidal;39;0;131
81230;Rosières;242;6.3;731
81231;Rouairoux;113;4.3;378
81232;Rouffiac;211;2.3;626
81233;Terre-de-Bancalié;506;8.8;1717
81234;Roussayrolles;31;0;86
81235;Saint-Affrique-les-Montagnes;217;5.6;723
81236;Saint-Agnan;67;8.3;254
81237;Saint-Amancet;59;8.3;186
81238;Saint-Amans-Soult;441;3.3;1527
81239;Saint-Amans-Valtoret;268;1.8;877
81240;Saint-André;35;0;101
81242;Saint-Avit;83;11.8;260
81243;Saint-Beauzile;42;12.5;133
81244;Saint-Benoît-de-Carmaux;610;7.5;2094
81245;Saint-Christophe;40;0;124
81246;Sainte-Cécile-du-Cayrou;39;0;111
81247;Saint-Cirgue;64;7.7;208
81248;Saint-Gauzens;285;7;889
81249;Sainte-Gemme;294;3.8;925
81250;Saint-Genest-de-Contest;85;11.5;281
81251;Saint-Germain-des-Prés;282;10.2;932
81252;Saint-Germier;45;0;145
81253;Saint-Grégoire;143;6.3;456
81254;Saint-Jean-de-Marcel;114;13;376
81255;Saint-Jean-de-Rives;168;9.8;532
81256;Saint-Jean-de-Vals;25;20;76
81257;Saint-Juéry;2030;6;6694
81258;Saint-Julien-du-Puy;132;0;439
81259;Saint-Julien-Gaulène;65;7.7;223
81261;Saint-Lieux-lès-Lavaur;338;7.9;1121
81262;Saint-Marcel-Campes;71;0;213
81263;Saint-Martin-Laguépie;110;4.5;390
81264;Saint-Michel-Labadié;25;20;90
81265;Saint-Michel-de-Vax;21;0;77
81266;Saint-Paul-Cap-de-Joux;330;4.6;1084
81267;Saint-Pierre-de-Trivisy;154;0;618
81268;Saint-Salvi-de-Carcavès;21;0;75
81269;Saint-Salvy-de-la-Balme;155;0;510
81270;Saint-Sernin-lès-Lavaur;50;0;167
81271;Saint-Sulpice-la-Pointe;2680;6.9;9336
81272;Saint-Urcisse;55;18.2;217
81273;Saïx;1145;4.6;3602
81274;Saliès;270;5.4;836
81275;Salles;55;0;195
81276;Salvagnac;330;10.4;1223
81277;Saussenac;187;8.1;596
81278;Sauveterre;58;0;161
81279;La Sauzière-Saint-Jean;70;14.3;261
81280;Le Ségur;77;6.6;262
81281;Sémalens;645;7;2008
81282;Senaux;10;0;34
81283;Senouillac;348;5.6;1115
81284;Le Sequestre;584;5.3;1917
81285;Sérénac;110;9.1;487
81286;Serviès;164;6.2;612
81287;Sieurac;81;6.3;264
81288;Sorèze;865;6.9;2903
81289;Soual;768;7.2;2622
81290;Souel;55;9.1;165
81291;Taïx;151;7;504
81292;Tanus;160;3.1;531
81293;Tauriac;94;11.2;356
81294;Técou;317;9;1002
81295;Teillet;129;3.7;441
81297;Terssac;387;6.2;1229
81298;Teulat;142;7.1;483
81299;Teyssode;124;3.5;382
81300;Tonnac;34;14.3;98
81302;Tréban;14;0;52
81303;Trébas;90;5.6;410
81304;Trévien;60;8.3;184
81305;Vabre;215;4.7;738
81306;Valderiès;272;1.9;840
81307;Valdurenque;265;7.5;857
81308;Valence-d'Albigeois;325;6.2;1299
81309;Vaour;81;5.3;303
81310;Veilhes;42;0;163
81311;Vénès;233;6.7;759
81312;Verdalle;277;8.9;1009
81313;Le Verdier;75;6.7;229
81314;Viane;160;6.3;531
81315;Vielmur-sur-Agout;430;6.5;1421
81316;Vieux;60;8.3;226
81317;Villefranche-d'Albigeois;361;6.7;1248
81318;Villeneuve-lès-Lavaur;44;0;141
81319;Villeneuve-sur-Vère;160;3.1;493
81320;Vindrac-Alayrac;50;0;149
81321;Le Vintrou;31;16.7;89
81322;Virac;73;14.3;245
81323;Viterbe;105;4.7;360
81324;Viviers-lès-Lavaur;72;7.1;226
81325;Viviers-lès-Montagnes;632;6.2;1968
81326;Sainte-Croix;133;3.7;386
82001;Albefeuille-Lagarde;195;4.6;627
82002;Albias;935;7.3;3294
82003;Angeville;73;21.4;249
82004;Asques;45;0;135
82005;Aucamville;442;8.4;1504
82006;Auterive;27;0;84
82007;Auty;46;11.1;144
82008;Auvillar;260;5.8;914
82009;Balignac;15;0;40
82010;Bardigues;75;7.1;260
82011;Barry-d'Islemade;288;8.4;941
82012;Les Barthes;160;12.5;564
82013;Beaumont-de-Lomagne;1010;9.4;3773
82014;Beaupuy;62;14.5;257
82015;Belbèze-en-Lomagne;61;0;149
82016;Belvèze;65;7.9;215
82017;Bessens;438;6.9;1487
82018;Bioule;365;6.8;1148
82019;Boudou;226;9.2;751
82020;Bouillac;175;5.7;594
82021;Bouloc-en-Quercy;55;0;193
82022;Bourg-de-Visa;106;0;382
82023;Bourret;254;8.4;959
82024;Brassac;80;0;248
82025;Bressols;1142;7.2;3697
82026;Bruniquel;161;0;600
82027;Campsas;415;10.8;1405
82028;Canals;230;9;793
82029;Castanet;81;6.2;281
82030;Castelferrus;145;12.1;491
82031;Castelmayran;346;8.8;1222
82032;Castelsagrat;170;2.9;542
82033;Castelsarrasin;3824;12.1;14114
82034;Castéra-Bouzet;40;0;108
82035;Caumont;102;9.5;335
82036;Le Causé;44;0;135
82037;Caussade;1855;8.4;6808
82038;Caylus;422;4.7;1473
82039;Cayrac;175;5.7;555
82040;Cayriech;96;5;280
82041;Cazals;65;0;233
82042;Cazes-Mondenard;333;11.9;1192
82043;Comberouger;77;5.7;269
82044;Corbarieu;505;9.9;1647
82045;Cordes-Tolosannes;105;9.8;354
82046;Coutures;26;20;114
82047;Cumont;14;0;51
82048;Dieupentale;477;9.6;1650
82049;Donzac;313;9;1034
82050;Dunes;383;8.9;1208
82051;Durfort-Lacapelette;247;8;841
82052;Escatalens;307;9.5;1114
82053;Escazeaux;86;5.7;288
82054;Espalais;115;12.9;382
82055;Esparsac;80;0;255
82056;Espinas;54;0;173
82057;Fabas;195;7.7;658
82058;Fajolles;26;20;100
82059;Faudoas;106;4.9;290
